,totalIncome,famSize,ageYrs,yrsEmpl,UNEMPLOYED,ApprStatus,genderR,ownsCarR,ownsRealtyR,eduLvlR,incomeTypeR,housingTypeR,famStatusR
449065,121500.0,1.0,56.0,0.0,0,1,0,0,0,0,2,1,3
449080,135000.0,2.0,40.0,3.345722362539956,1,0,0,0,1,1,0,1,2
449099,189000.0,1.0,48.0,17.25976577205555,1,0,0,0,1,1,0,1,2
773239,238500.0,2.0,42.0,5.259519360424923,1,1,0,0,1,0,3,1,1
449116,180000.0,2.0,33.0,0.5941258205165062,1,0,0,0,1,1,0,1,0
449129,252000.0,1.0,52.0,3.764622134609198,1,1,0,0,1,1,1,1,2
449177,450000.0,5.0,38.0,4.9254947055723255,1,0,0,1,0,0,1,2,1
449202,382500.0,2.0,47.0,8.008377995441384,1,1,0,0,1,1,1,1,0
449225,148500.0,1.0,65.0,7.953619855301614,1,1,0,0,0,1,0,2,4
773286,427500.0,2.0,55.0,3.364887711588876,1,1,1,1,1,1,0,1,0
449262,427500.0,2.0,55.0,3.364887711588876,1,0,1,1,1,1,0,1,0
449281,225000.0,1.0,51.0,2.863850729309979,1,0,0,0,1,1,1,1,3
449291,90000.0,1.0,54.0,0.0,0,1,0,0,1,1,2,1,2
449294,112500.0,2.0,60.0,16.78610785984654,1,0,0,0,0,1,0,2,1
449311,337500.0,5.0,30.0,2.951463753533611,1,0,1,1,0,1,0,1,1
449337,112500.0,2.0,55.0,0.0,0,1,0,0,1,1,2,1,0
449365,90000.0,2.0,52.0,8.44096730254557,1,0,1,0,1,1,0,1,1
449368,270000.0,2.0,56.0,1.5250142028925988,1,1,1,1,1,1,0,1,1
449396,157500.0,3.0,43.0,1.607151413102254,1,1,0,0,1,1,0,1,1
449424,427500.0,1.0,44.0,11.271963147771686,1,1,1,0,1,0,1,1,2
449476,180000.0,2.0,37.0,2.932298404484692,1,1,1,0,1,1,0,1,0
449494,171000.0,2.0,53.0,8.684641026167546,1,1,0,0,0,1,0,1,1
773315,139500.0,1.0,33.0,2.6831488668487373,1,1,0,0,0,0,0,1,2
449517,135000.0,1.0,50.0,3.2663230593372896,1,0,1,1,0,1,0,3,2
449535,360000.0,2.0,57.0,0.0,0,1,0,0,0,0,2,1,1
449555,180000.0,2.0,52.0,8.599765908950902,1,1,1,1,0,1,1,1,1
449612,315000.0,5.0,42.0,8.265741254098304,1,1,1,0,0,0,0,1,1
449630,121500.0,4.0,44.0,2.3491242119961395,1,0,1,1,0,1,0,1,1
449646,121500.0,2.0,58.0,19.18177649096149,1,0,1,1,0,1,0,1,1
449651,126000.0,2.0,46.0,15.770344360253803,1,0,0,0,0,1,1,1,1
449691,126000.0,2.0,46.0,15.770344360253803,1,1,0,0,0,1,1,1,1
449722,135000.0,3.0,35.0,1.9302244399268975,1,0,1,0,0,1,1,3,3
449729,180000.0,2.0,56.0,2.0972367673531966,1,0,1,0,0,0,3,2,1
449773,900000.0,3.0,43.0,12.34522269451118,1,0,1,0,1,1,0,1,1
449797,180000.0,2.0,55.0,0.0,0,1,0,0,1,1,2,1,1
449841,225000.0,4.0,34.0,9.845513597130672,1,1,1,1,0,1,0,1,1
449847,180000.0,2.0,60.0,28.34555124335202,1,1,0,0,1,0,0,1,1
449873,135000.0,2.0,37.0,10.929724771898124,1,0,1,1,1,1,1,1,1
449891,81000.0,1.0,29.0,0.3449762828805519,1,1,1,1,0,1,3,2,2
449973,180000.0,2.0,58.0,11.011861982107778,1,1,0,0,1,1,1,1,1
450003,94500.0,2.0,45.0,7.931716599245706,1,1,0,0,1,1,0,1,1
450046,135000.0,2.0,55.0,11.86882687529518,1,1,1,1,0,1,0,1,0
450082,225000.0,2.0,32.0,3.364887711588876,1,1,0,1,0,1,1,1,0
450115,315000.0,2.0,54.0,5.363559826690486,1,1,0,0,1,1,1,1,1
450152,148500.0,2.0,57.0,13.782623873180148,1,0,0,1,1,1,0,1,1
450168,337500.0,1.0,32.0,3.950799811084417,1,0,0,0,1,0,1,1,2
450175,225000.0,4.0,33.0,3.857710972846807,1,1,1,1,1,1,0,1,1
450198,121500.0,2.0,59.0,0.0,0,1,0,0,0,1,2,1,1
450264,112500.0,1.0,42.0,2.847423287268048,1,0,0,0,1,0,0,1,2
450277,112500.0,2.0,50.0,7.011779844897568,1,1,0,0,1,1,0,1,1
450289,135000.0,1.0,67.0,0.0,0,1,0,0,1,1,2,1,2
450328,315000.0,1.0,33.0,6.258855417975728,1,1,1,0,1,1,3,0,2
450345,99000.0,2.0,45.0,22.678083738885807,1,1,0,1,1,0,0,1,1
450367,225000.0,2.0,30.0,0.4271134930902072,1,0,1,1,1,0,1,1,1
450372,207000.0,2.0,44.0,2.592797935618117,1,0,1,0,1,1,0,1,1
450397,202500.0,3.0,27.0,3.931634462035497,1,1,1,0,1,1,0,1,1
773353,225000.0,1.0,54.0,0.0,0,1,1,1,1,0,2,1,3
450424,121500.0,2.0,49.0,4.679083074943359,1,1,0,1,1,1,1,1,1
450480,144000.0,3.0,35.0,10.34381267240258,1,1,0,0,1,0,1,1,1
450549,315000.0,2.0,55.0,11.261011519743732,1,1,1,0,1,0,1,1,1
450601,90000.0,2.0,44.0,7.616857293442028,1,1,0,0,1,0,0,1,1
450626,180000.0,1.0,38.0,8.03575706551127,1,1,0,0,1,1,3,1,2
450630,288000.0,2.0,40.0,8.868080795635777,1,1,0,1,1,0,0,1,1
450669,157500.0,2.0,38.0,11.033765238163683,1,0,0,0,1,1,1,1,1
450680,108000.0,1.0,61.0,0.0,0,1,0,0,1,1,2,1,4
450696,180000.0,4.0,40.0,1.1964653620539778,1,0,1,1,1,1,1,1,1
450707,171000.0,2.0,54.0,1.034928848641656,1,0,0,0,1,1,0,1,1
450712,202500.0,5.0,44.0,23.368036304646918,1,1,0,0,1,2,0,4,1
450765,180000.0,2.0,41.0,3.364887711588876,1,1,0,0,1,0,1,1,1
450776,135000.0,2.0,59.0,9.276028939677063,1,1,1,1,1,1,0,1,1
450847,270000.0,2.0,57.0,3.0226493357153124,1,0,0,1,1,1,0,1,0
450867,103500.0,1.0,32.0,3.096572824904002,1,1,1,0,1,1,0,5,2
450892,405000.0,2.0,58.0,3.0116977076873583,1,1,1,1,1,1,1,1,1
450912,135000.0,2.0,53.0,0.0,0,1,0,0,1,2,2,1,1
450931,85500.0,1.0,27.0,3.764622134609198,1,1,1,0,0,1,0,3,2
450941,135000.0,2.0,63.0,5.511406805067866,1,0,0,0,1,0,0,1,1
450992,247500.0,2.0,48.0,4.679083074943359,1,1,0,0,1,0,1,1,0
451036,405000.0,2.0,42.0,12.594372232147135,1,1,0,0,1,0,3,1,1
451075,157500.0,2.0,42.0,6.929642634687912,1,1,0,0,1,1,0,1,1
451087,180000.0,1.0,29.0,1.0979007098023916,1,0,1,0,1,1,1,0,2
451097,112500.0,3.0,49.0,6.67775519004497,1,1,0,1,1,1,0,1,1
451141,180000.0,1.0,64.0,4.867998658425567,1,0,0,0,1,1,0,1,2
451164,270000.0,2.0,33.0,6.699658446100878,1,1,0,1,0,1,1,2,1
451173,225000.0,3.0,36.0,6.614783328884235,1,1,0,0,0,1,0,1,0
451195,270000.0,2.0,55.0,2.034264906192461,1,0,1,1,0,1,1,1,1
451204,270000.0,2.0,55.0,2.034264906192461,1,1,1,1,0,1,1,1,1
451235,157500.0,5.0,41.0,2.1164021164021163,1,0,0,0,1,1,0,1,1
451240,90000.0,1.0,63.0,0.0,0,0,0,0,1,1,2,1,3
451244,112500.0,2.0,42.0,0.6954283797750809,1,0,1,0,0,1,1,1,1
451260,450000.0,2.0,32.0,10.190489880011226,1,1,1,1,0,0,0,1,1
451320,360000.0,2.0,58.0,20.27146347974291,1,0,1,1,1,0,1,1,1
451330,135000.0,2.0,54.0,1.607151413102254,1,1,0,0,1,1,0,1,1
451356,157500.0,3.0,34.0,3.775573762637152,1,0,0,0,1,1,0,1,1
451366,180000.0,2.0,61.0,0.0,0,1,1,1,0,0,2,1,1
451411,121500.0,4.0,27.0,8.271217068112282,1,1,0,0,1,1,0,1,1
451433,315000.0,2.0,51.0,11.857875247267229,1,1,1,1,1,1,1,1,1
451440,157500.0,2.0,44.0,5.021321450816923,1,0,0,1,1,1,0,1,1
451458,225000.0,2.0,29.0,6.428605652409016,1,1,0,1,1,2,0,3,2
451514,202500.0,3.0,44.0,1.262175130221702,1,0,1,0,0,0,3,1,1
451527,135000.0,2.0,44.0,10.932462678905113,1,1,1,0,0,0,0,1,1
451548,301500.0,2.0,44.0,1.1745621059980698,1,0,1,1,1,0,1,1,1
451558,247500.0,2.0,42.0,0.8460132651594489,1,1,1,0,1,3,0,1,0
451617,270000.0,5.0,35.0,11.096737099324422,1,1,1,1,1,1,0,1,1
451631,54000.0,1.0,55.0,5.013107729795958,1,0,1,0,1,1,0,1,2
451644,189000.0,2.0,35.0,1.0979007098023916,1,1,1,1,0,1,0,3,0
451734,112500.0,2.0,47.0,1.1745621059980698,1,0,0,0,1,0,3,1,1
451766,112500.0,2.0,47.0,1.1745621059980698,1,1,0,0,1,0,3,1,1
451820,202500.0,4.0,43.0,19.176300676947506,1,0,1,1,1,0,0,1,1
451862,135000.0,2.0,48.0,23.59528258622696,1,1,1,0,1,1,0,1,1
451864,130500.0,2.0,61.0,0.0,0,1,0,0,1,1,2,2,1
773383,135000.0,2.0,30.0,1.0979007098023916,1,0,0,1,1,1,0,1,2
451886,202500.0,2.0,40.0,1.0979007098023916,1,1,1,1,1,0,1,1,1
451921,157500.0,2.0,56.0,9.76337638692102,1,1,0,0,1,1,1,1,1
451938,99000.0,1.0,53.0,7.197957521372786,1,1,0,0,1,0,0,2,2
451986,202500.0,2.0,38.0,7.953619855301614,1,1,0,1,0,0,0,1,1
452005,315000.0,4.0,35.0,9.437565453089386,1,1,1,1,1,0,0,1,1
452016,382500.0,1.0,32.0,6.60383170085628,1,1,1,1,1,1,1,1,2
452037,99000.0,2.0,61.0,0.0,0,1,0,1,0,1,2,1,1
452087,360000.0,2.0,59.0,20.594536506567557,1,1,0,0,1,0,0,1,1
452092,360000.0,2.0,59.0,20.594536506567557,1,0,0,0,1,0,0,1,1
452103,234000.0,2.0,36.0,15.59511831180654,1,1,0,0,1,0,0,1,1
452115,180000.0,2.0,55.0,0.0,0,0,0,0,1,1,2,1,1
452187,202500.0,2.0,57.0,0.0,0,0,0,0,1,1,2,1,1
452197,292500.0,2.0,34.0,5.196547499264187,1,0,0,1,1,2,1,1,1
452219,63000.0,2.0,65.0,0.0,0,1,0,0,0,1,2,1,1
452229,135000.0,3.0,37.0,0.9527916384320008,1,1,0,0,1,0,0,1,1
452250,117000.0,1.0,53.0,4.616111213782624,1,1,0,1,1,1,0,1,3
452255,247500.0,2.0,58.0,7.364969848799086,1,1,1,1,1,1,1,1,1
452302,157500.0,2.0,41.0,0.8569648931874029,1,1,1,0,1,1,0,1,1
452314,540000.0,2.0,59.0,0.0,0,1,0,1,1,0,2,1,1
452328,202500.0,2.0,57.0,4.941922147614256,1,1,1,0,1,1,0,1,1
452370,180000.0,2.0,58.0,24.016920265303188,1,1,0,1,0,1,1,2,1
452428,144000.0,1.0,61.0,0.0,0,1,0,0,1,1,2,0,2
452456,135000.0,2.0,42.0,14.341156902605803,1,0,0,1,1,1,3,1,1
452551,252000.0,2.0,59.0,0.0,0,1,1,0,1,1,2,1,1
452567,315000.0,3.0,30.0,3.928896555028509,1,1,0,0,1,0,0,1,0
452588,225000.0,1.0,57.0,4.509332840510072,1,1,0,0,1,1,1,1,3
452610,162000.0,2.0,29.0,3.0938349178970137,1,1,1,1,1,1,1,1,1
452642,346500.0,1.0,41.0,6.598355886842303,1,1,0,0,1,0,1,1,3
452666,225000.0,2.0,42.0,7.093917055107223,1,1,0,1,1,0,0,1,1
452677,225000.0,2.0,49.0,5.010369822788969,1,1,0,1,1,1,0,1,1
452721,112500.0,2.0,60.0,0.0,0,0,0,1,0,0,2,1,1
431164,36000.0,3.0,37.0,15.176218539737295,1,1,0,0,0,1,0,0,1
452727,135000.0,4.0,25.0,5.768770063724785,1,1,1,0,0,1,0,1,1
452744,126000.0,2.0,62.0,0.0,0,0,0,0,1,1,2,1,1
452753,360000.0,2.0,35.0,11.929060829448929,1,0,0,1,0,0,0,1,1
452778,270000.0,1.0,41.0,9.095327077215822,1,1,1,0,1,1,0,1,2
30268,247500.0,3.0,30.0,2.5216123534364154,1,1,0,0,1,2,1,1,1
452814,90000.0,2.0,56.0,3.3511981765539334,1,1,0,0,1,1,0,1,1
452843,594000.0,1.0,48.0,0.0,0,0,0,0,0,0,2,2,2
452847,202500.0,3.0,38.0,6.926904727680924,1,1,0,1,1,1,3,1,0
452864,225000.0,1.0,38.0,1.256699316207725,1,0,0,0,0,0,1,1,2
452871,202500.0,1.0,64.0,0.0,0,1,0,0,0,0,2,1,2
452885,202500.0,1.0,64.0,0.0,0,0,0,0,0,0,2,1,2
452889,270000.0,1.0,34.0,0.5092507032998624,1,0,0,1,1,0,0,1,2
452908,270000.0,1.0,34.0,0.5092507032998624,1,1,0,1,1,0,0,1,2
435382,144000.0,2.0,41.0,1.678336995283955,1,0,1,1,0,1,0,1,1
452920,180000.0,1.0,23.0,2.346386304989151,1,0,1,1,1,1,0,3,2
452923,117000.0,2.0,47.0,0.7666139619567821,1,0,0,0,1,1,0,1,4
452945,360000.0,4.0,35.0,5.927568670130119,1,0,1,1,1,2,1,1,1
452974,135000.0,3.0,36.0,0.3422383758735634,1,1,0,0,1,0,1,1,1
453010,171000.0,3.0,35.0,6.171242393752096,1,1,1,1,1,0,1,1,1
453044,171000.0,2.0,47.0,22.01551024319459,1,0,0,0,1,1,0,1,1
453050,67500.0,2.0,42.0,1.10063861680938,1,1,0,0,0,1,1,3,1
453058,135000.0,2.0,38.0,7.597691944393109,1,1,0,0,0,1,0,1,1
453083,135000.0,1.0,54.0,13.016009911223366,1,1,0,0,1,0,0,1,2
453096,225000.0,1.0,52.0,10.171324530962304,1,0,0,0,0,1,0,1,2
453173,337500.0,4.0,38.0,0.5913879135095177,1,0,0,1,1,0,1,1,1
453185,45000.0,2.0,66.0,0.0,0,1,0,0,1,1,2,1,1
453187,135000.0,3.0,31.0,9.590888245480745,1,0,0,0,1,0,1,1,1
12952,112500.0,1.0,65.0,0.0,0,0,0,0,0,1,2,0,2
453200,148500.0,2.0,43.0,9.941340342375272,1,0,1,0,0,0,0,1,1
453213,90000.0,2.0,47.0,20.10445115231661,1,0,0,0,1,1,0,1,1
453223,90000.0,2.0,58.0,0.0,0,0,1,0,1,1,2,1,1
453234,81000.0,1.0,61.0,21.018912092650773,1,1,0,0,1,1,3,1,4
453276,67500.0,1.0,35.0,4.019247486259129,1,1,0,0,1,2,0,1,2
453301,90000.0,2.0,48.0,12.104286877896191,1,1,0,0,1,1,0,1,1
453311,54000.0,2.0,43.0,0.928150475369104,1,0,0,0,1,0,0,1,1
453351,112500.0,3.0,34.0,13.423958055264652,1,0,0,0,1,1,3,1,1
453364,292500.0,4.0,35.0,12.342484787504192,1,0,0,0,1,0,0,1,1
453370,164250.0,4.0,39.0,8.257527533077338,1,1,0,0,1,1,1,1,1
453392,108000.0,2.0,35.0,9.927650807340328,1,1,0,0,0,1,0,1,4
453426,108000.0,2.0,35.0,9.927650807340328,1,0,0,0,0,1,0,1,4
453430,225000.0,3.0,42.0,6.768106121275591,1,1,1,1,1,1,0,2,4
453520,1125000.0,4.0,40.0,7.2636672895405106,1,1,0,1,1,0,1,1,1
453539,202500.0,1.0,46.0,3.592133993168922,1,1,0,0,1,0,0,1,2
453574,180000.0,2.0,56.0,7.102130776128189,1,0,1,0,1,1,0,1,0
453612,225000.0,2.0,30.0,3.761884227602209,1,1,0,1,1,1,1,1,3
453628,238500.0,2.0,42.0,19.42545021458346,1,1,0,1,1,0,0,1,1
453648,238500.0,2.0,42.0,19.42545021458346,1,0,0,1,1,0,0,1,1
453661,247500.0,2.0,39.0,9.590888245480745,1,0,0,0,1,0,0,1,1
453677,157500.0,2.0,51.0,2.1711602565418864,1,1,0,0,1,0,1,1,1
453743,243000.0,2.0,36.0,0.6817388447401383,1,1,0,1,1,0,1,1,1
453816,148500.0,2.0,59.0,0.0,0,0,0,0,1,1,2,1,1
453832,225000.0,1.0,52.0,8.257527533077338,1,0,0,0,1,1,0,1,4
453858,126000.0,3.0,37.0,4.676345167936371,1,0,1,0,1,1,0,1,1
453861,126000.0,3.0,37.0,4.676345167936371,1,1,1,0,1,1,0,1,1
453875,157500.0,2.0,34.0,11.677173384805984,1,0,0,0,1,0,0,1,1
442156,157500.0,3.0,44.0,6.343730535192372,1,0,0,1,1,1,0,1,0
36732,225000.0,1.0,50.0,4.941922147614256,1,1,1,1,1,1,1,1,2
453888,135000.0,2.0,49.0,3.515472596973244,1,0,1,1,1,1,1,1,1
453890,135000.0,2.0,49.0,3.515472596973244,1,1,1,1,1,1,1,1,1
453898,63000.0,2.0,61.0,0.0,0,1,0,0,1,1,2,1,1
453948,450000.0,2.0,55.0,8.257527533077338,1,1,0,1,1,1,1,1,0
453966,450000.0,2.0,55.0,8.257527533077338,1,0,0,1,1,1,1,1,0
454003,90000.0,2.0,38.0,3.2717988733512664,1,0,0,0,1,1,0,1,2
454020,225000.0,1.0,43.0,0.355927910908506,1,1,0,0,1,1,0,1,4
454045,292500.0,2.0,41.0,0.0,0,0,0,0,1,1,2,1,1
454070,153000.0,2.0,57.0,0.0,0,0,0,0,1,1,2,1,1
454096,135000.0,2.0,53.0,0.3477141898875404,1,0,0,0,1,1,0,1,1
454101,180000.0,4.0,41.0,4.596945864733704,1,1,1,1,1,0,0,1,0
454153,144000.0,2.0,60.0,15.510243194589895,1,1,0,1,1,1,0,1,1
454256,72000.0,1.0,58.0,0.0,0,0,0,0,1,1,2,1,4
454265,135000.0,2.0,30.0,2.5900600286111284,1,1,0,0,1,1,1,1,3
454270,202500.0,2.0,49.0,4.690034702971314,1,0,0,0,1,1,0,1,1
454285,180000.0,3.0,46.0,3.6058235282038646,1,1,1,1,1,1,1,1,1
454384,135000.0,2.0,47.0,4.60515958575467,1,1,1,1,1,1,0,1,0
454392,94500.0,1.0,66.0,0.0,0,1,0,0,1,1,2,1,2
454398,202500.0,2.0,55.0,5.9357823911510845,1,0,0,1,1,1,1,1,1
454429,405000.0,1.0,39.0,5.2649951744389005,1,1,1,0,0,1,0,1,2
454451,202500.0,3.0,49.0,10.595700117045524,1,0,0,0,1,0,1,1,1
454466,112500.0,2.0,58.0,3.00895980068037,1,1,1,0,1,1,0,1,1
454506,225000.0,4.0,39.0,3.0938349178970137,1,1,0,0,0,1,0,1,1
454517,135000.0,2.0,52.0,8.257527533077338,1,1,0,0,0,1,0,1,1
454569,112500.0,2.0,40.0,3.17323422109968,1,1,0,0,0,1,1,1,1
454675,337500.0,2.0,40.0,8.172652415860695,1,1,0,1,1,0,0,5,0
454752,99000.0,2.0,62.0,0.2628390726708967,1,0,0,0,1,1,0,1,1
454758,216000.0,2.0,54.0,0.0,0,1,1,1,1,0,2,1,1
454781,225000.0,2.0,33.0,12.84352176978309,1,1,1,0,0,0,0,1,1
454852,90000.0,4.0,37.0,11.59229826758934,1,0,0,1,1,0,0,1,1
454861,81000.0,1.0,31.0,1.256699316207725,1,1,0,0,1,1,0,1,2
424665,90000.0,2.0,53.0,1.1745621059980698,1,1,0,0,0,1,0,2,1
454886,360000.0,4.0,41.0,5.349870291655543,1,1,1,1,1,0,1,1,1
454905,103500.0,2.0,37.0,3.102048638917979,1,0,0,0,1,1,1,1,1
454919,180000.0,2.0,55.0,0.0,0,0,0,1,1,1,2,1,1
454972,135000.0,2.0,48.0,4.514808654524049,1,1,0,1,0,1,0,1,1
455017,193500.0,3.0,43.0,12.84352176978309,1,1,0,0,0,1,0,1,1
455051,76500.0,2.0,39.0,7.928978692238718,1,0,0,0,0,1,0,1,1
455093,180000.0,1.0,62.0,0.0,0,0,0,0,0,1,2,1,2
455097,247500.0,2.0,51.0,11.59229826758934,1,1,0,0,0,0,1,1,0
455106,243000.0,2.0,47.0,9.341738707844788,1,0,0,0,1,1,1,3,1
425601,148500.0,2.0,35.0,5.593544015277521,1,0,0,1,0,0,1,1,1
439070,47790.0,2.0,56.0,0.0,0,1,0,0,1,1,2,1,1
455117,225000.0,1.0,41.0,1.1088523378303456,1,1,1,0,1,1,0,1,2
24355,247500.0,2.0,54.0,22.856047694340063,1,0,0,1,1,1,3,1,1
455132,202500.0,2.0,40.0,0.0,0,1,1,1,1,1,2,1,1
426549,189000.0,2.0,49.0,1.9302244399268975,1,0,0,1,0,1,1,1,1
428220,67500.0,2.0,51.0,3.1759721281066686,1,0,0,0,0,1,0,1,1
455164,360000.0,2.0,53.0,5.018583543809934,1,1,0,0,1,0,1,1,0
455170,252000.0,2.0,48.0,8.848915446586856,1,0,0,0,1,0,1,1,1
455203,202500.0,3.0,35.0,0.3477141898875404,1,1,1,1,1,1,0,1,1
455264,112500.0,3.0,41.0,2.0150995571435417,1,0,0,0,1,1,0,1,1
455299,112500.0,3.0,41.0,2.0150995571435417,1,1,0,0,1,1,0,1,1
455456,180000.0,1.0,38.0,7.348542406757154,1,1,0,0,0,1,0,1,3
455505,180000.0,1.0,38.0,7.348542406757154,1,0,0,0,0,1,0,1,3
455686,495000.0,2.0,25.0,3.0144356146943467,1,1,1,1,1,2,0,3,1
455696,495000.0,2.0,25.0,3.0144356146943467,1,0,1,1,1,2,0,3,1
455718,405000.0,2.0,29.0,7.178792172323867,1,0,1,1,1,0,0,1,1
455722,405000.0,2.0,29.0,7.178792172323867,1,1,1,1,1,0,0,1,1
455978,157500.0,2.0,48.0,8.848915446586856,1,0,0,0,1,1,1,1,1
455992,157500.0,2.0,48.0,8.848915446586856,1,1,0,0,1,1,1,1,1
456153,157500.0,1.0,51.0,0.0,0,0,0,0,1,1,2,1,4
456162,90000.0,2.0,31.0,8.263003347091315,1,1,0,0,1,3,0,1,1
456178,112500.0,3.0,40.0,11.68264919881996,1,0,0,0,1,1,0,1,1
456200,112500.0,3.0,40.0,11.68264919881996,1,1,0,0,1,1,0,1,1
456260,157500.0,2.0,39.0,18.261839736613343,1,1,0,0,0,1,0,2,1
456365,130500.0,2.0,65.0,0.0,0,0,0,0,1,1,2,1,1
456400,130500.0,2.0,65.0,0.0,0,1,0,0,1,1,2,1,1
456445,81000.0,2.0,61.0,0.0,0,0,0,0,1,1,2,1,1
456485,112500.0,2.0,24.0,3.934372369042485,1,0,1,1,1,1,0,1,1
456508,112500.0,1.0,39.0,5.681157039501153,1,1,0,0,1,1,0,1,2
456557,157500.0,1.0,45.0,0.2628390726708967,1,1,0,1,0,2,0,3,2
456595,157500.0,1.0,45.0,0.2628390726708967,1,0,0,1,0,2,0,3,2
456624,360000.0,1.0,27.0,1.262175130221702,1,0,1,0,0,0,1,1,2
456662,270000.0,2.0,55.0,5.848169366927452,1,0,1,1,1,0,0,1,1
456718,270000.0,4.0,43.0,6.015181694353752,1,1,0,0,1,0,1,1,1
456757,270000.0,4.0,43.0,6.015181694353752,1,0,0,0,1,0,1,1,1
456869,157500.0,3.0,45.0,3.263585152330301,1,0,1,1,1,1,0,1,1
456872,67500.0,3.0,39.0,9.59636405949472,1,1,0,0,1,1,3,1,1
456880,67500.0,3.0,39.0,9.59636405949472,1,0,0,0,1,1,3,1,1
456899,382500.0,2.0,32.0,3.178710035113657,1,1,0,0,1,2,1,2,1
456935,135000.0,1.0,46.0,9.26233940464212,1,1,0,0,0,1,0,1,3
456938,135000.0,1.0,46.0,9.26233940464212,1,0,0,0,0,1,0,1,3
456950,202500.0,2.0,37.0,13.016009911223366,1,0,1,0,1,1,0,1,1
456985,202500.0,2.0,37.0,13.016009911223366,1,1,1,0,1,1,0,1,1
457018,157500.0,2.0,34.0,9.59636405949472,1,1,1,0,1,1,1,1,1
457024,202500.0,1.0,37.0,15.682731336030171,1,0,0,0,1,0,1,1,2
457025,202500.0,1.0,37.0,15.682731336030171,1,1,0,0,1,0,1,1,2
457080,112500.0,4.0,41.0,1.1773000130050582,1,0,1,1,0,1,0,1,1
457091,360000.0,4.0,30.0,5.10072075401959,1,1,0,0,1,0,1,1,1
457138,112500.0,4.0,54.0,30.10054963483165,1,0,0,0,1,0,0,1,1
457149,112500.0,4.0,54.0,30.10054963483165,1,1,0,0,1,0,0,1,1
457228,198000.0,2.0,68.0,0.0,0,0,1,0,1,0,2,1,1
457245,198000.0,2.0,68.0,0.0,0,1,1,0,1,0,2,1,1
457602,292500.0,3.0,41.0,8.263003347091315,1,0,1,0,1,1,1,1,0
457634,112500.0,2.0,52.0,7.849579389036052,1,1,0,0,1,1,0,1,2
457695,112500.0,2.0,52.0,7.849579389036052,1,0,0,0,1,1,0,1,2
457915,166500.0,2.0,62.0,0.0,0,1,0,0,1,0,2,1,1
457948,166500.0,2.0,62.0,0.0,0,0,0,0,1,0,2,1,1
457964,225000.0,1.0,31.0,1.5961997850743,1,1,0,1,1,0,0,1,3
457973,202500.0,1.0,28.0,2.680410959841749,1,0,1,1,0,0,1,1,2
457976,180000.0,2.0,35.0,4.514808654524049,1,0,0,1,1,0,1,1,1
458003,90000.0,4.0,44.0,21.59661047112535,1,0,0,0,0,1,0,1,1
458019,90000.0,4.0,44.0,21.59661047112535,1,1,0,0,0,1,0,1,1
458151,225000.0,2.0,30.0,3.682484924399543,1,0,1,1,0,1,0,1,1
458213,225000.0,2.0,30.0,3.682484924399543,1,1,1,1,0,1,0,1,1
458278,157500.0,2.0,31.0,9.177464287425478,1,0,0,0,0,0,0,1,1
458288,157500.0,2.0,31.0,9.177464287425478,1,1,0,0,0,0,0,1,1
458316,256500.0,2.0,38.0,2.932298404484692,1,1,0,1,1,1,1,1,1
458337,256500.0,2.0,38.0,2.932298404484692,1,0,0,1,1,1,1,1,1
458593,81000.0,1.0,27.0,0.7994688460406442,1,1,0,0,1,0,1,1,2
458667,90000.0,2.0,66.0,0.0,0,0,1,0,1,1,2,1,1
458675,90000.0,2.0,66.0,0.0,0,1,1,0,1,1,2,1,1
458780,67500.0,2.0,31.0,5.714011923585016,1,1,0,0,1,1,0,1,3
459052,135000.0,1.0,41.0,0.0,0,0,0,0,1,1,2,1,2
459097,135000.0,1.0,41.0,0.0,0,1,0,0,1,1,2,1,2
459202,135000.0,1.0,62.0,0.0,0,1,0,0,1,1,2,1,4
459281,495000.0,1.0,60.0,0.0,0,0,0,0,1,1,2,1,4
459297,495000.0,1.0,60.0,0.0,0,1,0,0,1,1,2,1,4
459324,135000.0,5.0,41.0,4.213638883755313,1,1,0,0,1,1,0,1,1
459372,135000.0,5.0,41.0,4.213638883755313,1,0,0,0,1,1,0,1,1
459485,112500.0,2.0,48.0,6.045298671430625,1,1,0,0,1,1,0,1,1
459527,360000.0,2.0,53.0,2.1273537444300703,1,1,1,0,1,1,0,1,1
459564,360000.0,2.0,53.0,2.1273537444300703,1,0,1,0,1,1,0,1,1
459589,67500.0,4.0,30.0,10.546417790919731,1,1,0,0,1,1,0,1,1
459620,112500.0,5.0,30.0,5.295112151515774,1,1,1,1,0,0,0,1,1
459799,225000.0,1.0,31.0,8.961169633873386,1,1,1,1,1,1,0,1,2
459852,225000.0,1.0,31.0,8.961169633873386,1,0,1,1,1,1,0,1,2
459860,252000.0,2.0,46.0,2.8775402643449213,1,0,1,0,1,0,0,1,1
459871,112500.0,2.0,45.0,4.046626556329014,1,1,0,1,0,1,0,1,1
459905,112500.0,2.0,45.0,4.046626556329014,1,0,0,1,0,1,0,1,1
460124,135000.0,3.0,38.0,11.96191571353279,1,0,0,1,1,1,0,1,1
460132,135000.0,3.0,38.0,11.96191571353279,1,1,0,1,1,1,0,1,1
460234,202500.0,2.0,55.0,6.798223098352464,1,1,1,1,1,1,0,1,1
